ISBN10,Author
0440236851,Danielle Steel
0345397843,William Bernhardt
0843925795,Dana Reed
0425151867,Robin Cook
0395746566,David Wiesner
0345380193,John Katzenbach
0380715937,Barbara Wood
0451188071,Lee Gruenfeld
0449704378,Conrad Richter
0751370312,James Gurney
0340721480,Lisa Potts
0399127216,Frank Herbert
0843948760,Jack Ketchum
0385720211,Kate Christensen
0671671421,Lewis Burke Frumkes
0961551453,Paula Begoun
0671024620,Deborah Eisenberg
0553256092,Judith Krantz
0553293761,Judith Krantz
067102096X,Jackie Collins
0874830842,Ruth Moose
1573225444,Mary Tannen
0446311774,P. D. James
0553561367,Judith Krantz
0882669842,Casey Makela
0743206088,Kathy Lamancusa
0826307361,David Lavender
0312982518,Robert Ludlum
074320218X,Barbara Robinette Moss
0425180050,Tom Clancy
0425180050,Steve Pieczenik
0425180050,Jeff Rovin
055347068X,David James Duncan
0394572726,James A. Michener
0553199609,Robert Ludlum
0962546895,Patricia Arrigoni
0553014803,Fritjof Capra
0679439196,Nicholas Negroponte
0140157352,Roger Fisher
0140157352,William L. Ury
0140157352,Bruce Patton
0691083886,Richard P. Feynman
0030211212,A. J McClane
0312950586,James Herriot
0380778130,Richard Berman
0806107014,Ella E. Clark
027522600X,Ernest H Rosenbaum
039913087X,Charles Kuralt
0679736646,Philip K. Dick
1904908004,John Donoghue
0091882109,Tony Hawks
0743406230,James Swain
0446609943,Sandra Brown
0783884397,Erle Stanley Gardner
0380017962,Jorge Amado
0316153990,Michael Connelly
0375411275,Ben Rice
0375507760,Lucretia Walsh Grindle
0152022686,Bruce Coville
0060956860,Betty Smith
0940642247,Andrea Juno
0940642247,V. Vale
0940642247,Andrea Juno
0940642247,V. Vale
0393316041,Richard P. Feynman
0393316041,Ralph Leighton
0393316041,Edward Hutchings
0440223970,John Logue
0345441109,Amy Ephron
0380725576,Kaye Gibbons
3423104740,John Steinbeck
3423104740,Klaus Lambrecht
3442455235,Anthony Bourdain
3442455235,Dinka Mrkowatschki
0679748253,Leonard Cohen
3499128381,Vaclav Havel
3596235316,Werner Gross
3320013041,Rosa Luxemburg
3320013041,Annelies Laschitza
3320013041,Georg Adler
343017581X,Gerhard Prause
343017581X,Tratschke
0671725017,Robert Nozick
0062510533,Dan Cavicchio
1561710059,M. Therese Young
0722535724,Rachel Pollack
0966164202,Patricia Lynn Reilly
1852304960,Miranda Gray
0062514083,Ken Carey
042518286X,Robin Cook
0394712528,Willa Cather
0553250426,Jean M. Auel
0394714342,Willa Cather
0821772287,Shannon Drake
0590130048,Judith Stamper
0590130048,Genevi Stamper
0425136612,Dale Brown
0446602698,George Dawes Green
0312975112,Olivia Drake
0425060055,Peter Benchley
0671039903,V.C. Andrews
0373243286,Nora Roberts
0425163865,Arthur Hailey
0553252828,Mario Puzo
0812501756,David Daniel
0446604208,William Martin
0345317386,Trevanian
0345311809,Trevanian
0425076717,John Gardner
0440169127,Reginald Hill
0706406974,Hilary Walden
0440117437,Danielle Steel
038055111X,William F.
038055111X,Jr. Buckley
0446363251,Alexandria Ripley
0935312390,Rebecca Harding Davis
0935312390,Tillie Olsen
0679785892,Hunter S. Thompson
0679785892,Ralph Steadman
0020360754,Annie Proulx
1586420232,Peggy Rambach
0060974990,Jonathan Kozol
0671797867,Harry Crews
0375701966,Walker Percy
0802136346,Jerzy Kosinski
0330282565,Le Carre
0310480000,R. David Thomas
0310480000,Ron Beyma
006093056X,Doris Lessing
0060099062,Walter Anderson
0312310439,Kate Saunders
0310501016,Bill Hybels
0310501016,Lee Strobel
0310501016,Mark Mittelberg
0812535707,Gordon R. Dickson
0553274074,George Alec Effinger
0380754134,J.A. Jance
0804112894,Stuart M. Kaminsky
0440526701,Margaret M. Kimmel
0743243307,Monica Ali
0520223446,Mark Juergensmeyer
0440223806,Joan Johnston
0399146032,David Wong Louie
0786885238,John Irving
0880015233,John Ashbery
0880015233,James Schuyler
0380820048,Barbara Michaels
0553288555,Iris Johansen
0399149716,Bob Schieffer
0393049779,Roy Parvin
0849929660,Gloria Gaither
0849929660,Shirley Dobson
0849929660,Russ Flint
0374524602,Martha Saxton
1887166009,Hysteria Magazine
1887166009,Deborah Werksman
0679420991,Jill Ker Conway
0394574567,Jill Ker Conway
0801865212,Ms. Nancy L. Mace MA
0801865212,Dr. Peter V. Rabins MD MPH
0801865212,Dr
1568651732,Patricia L. Wrede
060980877X,Jill Conner Browne
0671748408,Lipman
0449909557,Dorothy Gilman
0020236107,Cathie Pelletier
0465021182,Irvin D. Yalom
0465021182,Ginny Elkin
0446677507,Deborah Coates
055356949X,Rita Mae Brown
0440223032,Mary Tyler Moore
1586480316,Jim Lehrer
0553262386,Marilynne Robinson
0060957271,Karen Duffy
0028617274,Jane Pettigrew
0446301582,Nelson Demille
1885171080,Tamara Traeder
1885171080,Carmen Renee Berry
1885171080,Carmen Renee Ber
0425046605,Geoffrey Wolff
0743457838,Stephen Booth
1841192538,June Rose
1559701501,Terry Southern
0060596325,Su Tong
0449912116,John Updike
0140255893,John Updike
0679446400,John Updike
0449911632,John Updike
0552998478,John Harding
0743469763,Nick Redfern
0743469763,Andy Roberts
0553584480,Dean Koontz
0802139590,Richard Flanagan
0684852225,Annie Proulx
186207044X,Nigel Williams
0449908585,Paul Theroux
0156029987,DBC Pierre
1841955485,M. J. Hyland
0226743497,Paul Scott
0571179282,Jeremy Poolman
0671032631,Daniel Menaker
0340278269,Tom McNab
0684837242,Diane Mckinney-whetstone
0330328085,Patrick Mccabe
0340750464,Nicholas Blincoe
0743203712,Ron Liebman
0393319296,Chuck Palahniuk
0786861495,Dave Davies
0679410325,Donna Tartt
0671737996,Charles Barkley
0671737996,Roy S. Johnson
0609809431,Paul Feig
0449206211,Margaret Truman
0759629625,George  B. Addison
0812521617,Jack M. Bickham
055320663X,Clive Cussler
0671631845,Clive Cussler
0671742760,Clive Cussler
0671001809,Clive Cussler
0670858692,Stephen King
0740721909,Scott Adams
0553814516,Peter Moore
0441000525,P. Anthony
0872235130,Deborah DEUTSCHMAN
0441023622,Robert Asprin
0441023622,Walter Velez
0759550182,W.S. Milner
0786862572,Tim Allen
0140282025,Ray Kurzweil
0446531316,Faye Kellerman
0380708353,Kathryn Harvey
0446356522,Rebecca Brandewyne
0380007762,Rosemary Rogers
0553578936,Jane Feather
0515124621,Lavyrle Spencer
0671737600,Judith McNaught
0671870963,Julie Garwood
0553567756,Susan Krinard
0451138775,Erica Jong
0515121398,Lynn Kurland
0671744607,Jude Deveraux
038071504X,Kathryn Harvey
0312954212,Paullina Simons
0451403673,Mary Jo Putney
051512219X,LaVyrle Spencer
0440216575,Elizabeth Adler
0671525743,Judith McNaught
0380757478,Johanna Lindsey
0061094595,Janet Dailey
067101417X,Jude Deveraux
0671742558,Judith McNaught
1551660571,Lavyrle Spencer
0440217032,Virginia Henley
0671521438,Jill Barnett
006108459X,Susan Wiggs
0440216907,Lois Battle
0671744186,Jackie Collins
0553575244,Jane Feather
0553582542,Susan Johnson
044689270X,R. T. Stevens
0451162919,Eileen Goudge
0671737627,Judith McNaught
0763618292,Celia Rees
0345442768,Joanna Hershon
0345396812,Clarissa Pinkola Estes
0375758682,Deborah Copaken Kogan
0060518049,Donna Tartt
0060518049,Donna Tartt
0340733950,John Le Carre
034539643X,Mary Daheim
0451198239,Jeannine Kadow
0061099368,Stuart Woods
0061097829,Phyllis Richman
0812584341,Sharan Newman
3453071174,John Grisham
3453071174,Christel Wiemken
3404120604,Peter Berling
0140258825,Larry Millett
1550590154,Bruce Patterson
0394536967,Michael Leahy
1895449553,Paul Denham
1565049055,Edward E. Kramer &amp; Peter Crowther
1565049055,Forrest J. A
031207090X,Hilary Masters
1568650922,Sidney Sheldon
0684810948,Peter Blauner
0399134239,Jerome Charyn
0553053868,Robert Jastrow
0525939857,Stephen W. Frey
0312858817,Marion Zimmer Bradley
0399143122,Gonzalo Lira
068810973X,Terry Farish
0679425136,John Le Carre
0671679473,Joe McGinniss
0671692976,Avery Corman
1556112289,Dan G. Stone
0671870602,Stephen Coonts
1895897653,Kenneth J. Harvey
1897580193,Colum Mccann
0060183039,Anna Murdoch
0688143679,Faye Kellerman
0805059237,Stephen Dixon
0773728805,Marci McDonald
0671864866,Bob Woodward
0763615757,Penny Dale
0763615757,Penny Dale
0789420279,Anabel Kindersley
0789420279,Barnabas Kindersley
0789402017,Anabel Kindersley
0789402017,Barnabas Kindersley
0789402017,UNICEF
0395898714,J.R.R. Tolkien
0395898714,Wayne G. Hammond
0395898714,Christina Scull
1929132123,Tony Ross
0679600213,Isak Dinesen
0394827406,Leo Lionni
0451527046,Robert Louis Stevenson
0451527046,R. H. W. Dillard
0486404277,Daniel Defoe
0486404277,Dover Thrift Editions
0517189585,Anna Sewell
1859846815,Betty Mindlin
1859846815,Donald Slatoff
0261103431,J R R Tolkien
0060932678,Gabriel Garcia Marquez
0156949601,Virginia Woolf
0664243916,Mircea Eliade
0345442822,Lorna Landvik
0393322815,Andrew Boyd
0671638688,Gilda Radner
0773517634,Brian Bond
1550546163,Owen Beattie
1550546163,John Geiger
0670031372,Kelley Armstrong
0809468700,Time-Life Books
0809468549,Time Life Books
0805017224,George Perry
0805017224,Clive Barda
0582438349,David Marples
0192815970,Geoffrey Chaucer
0192815970,David Wright
0393967913,Jane Austen
0393967913,Claudia L. Johnson
1563893304,Mark Waid
0670894710,Kelley Armstrong
0451627318,Carolina Maria De Jesus
0836221362,Bill Watterson
0836217691,Bill Watterson
0806973404,The Main Street Press
0836218051,Bill Watterson
0836218523,Bill Watterson
0836218833,Bill Watterson
0836218787,Bill Watterson
0836218663,Bill Watterson
0836218620,Bill Watterson
0836220889,Bill Watterson
0374339716,Jacob Grimm
0374339716,Wilhelm K. Grimm
0374339716,Maurice Sendak
0374339716,Lore S
0394558235,Anne Rice
0517189682,L.M. Montgomery
1570981094,Aine O'Connor
0140440046,Voltaire - Translated By John Butt
1853260495,Cooper
1853260495,J.F.
3426617463,Peter Mayle
3442357780,Linda Howard
3442357780,Christoph Göhler
3442133513,Laura Wilson
3442133513,Caroline Einhäupl
3442726840,Paule Constant
3404604989,Helene Karmasin
344245204X,Benjamin Von Stuckrad-Barre
344245204X,Benjamin Von Stuckrad-
3404143744,Dean R. Koontz
3404132998,Stephen King
3453171721,Dean Koontz
3404141849,Dean R. Koontz
3404142187,Dean R. Koontz
3453177541,Peter Straub
3453162900,Dean R. Koontz
3453036972,Stephen King
3453088883,Stephen King
3404131606,Stephen King
340413088X,Stephen King
3453021347,Stephen King
3453003128,Stephen King
3404130014,Stephen King
3404130014,Harro Christensen
0451190750,Stephen King
0451190750,Richard Bachman
3453002393,Richard Bachman
3453002393,Stephen King
0451524276,George Eliot
0451524276,Walter Allen
0395193958,J.R.R. Tolkien
1874166986,Ziauddin Sardar
1874166986,Borin Van Loon
0671619829,Bruce Pandolfini
0704339927,Josephine Saxton
0843136170,Suzanne Weyn
0816735662,Allan Zullo
0771056222,Roy MacGregor
0771056281,Roy MacGregor
0679762698,Peter Mayle
3546002474,Åke Edwardson
3546002474,Angelika Kutsch
0517701405,Amy Hempel
0517701405,Jim Shepard
0679741151,J.D. McClatchy
0553210599,Henry James
0684873052,Stan Lee
0684873052,George Mair
0974218006,Jed Gillen
0441783600,S. Robinson
0140244816,Sparkle Hayter
0812509250,Orson Scott Card
0812532554,Orson Scott Card
0061000116,A. A. Attanasio
088240041X,Richard Harrington
0140043888,Robertson Davies
0425068323,Jack Vance
0451523407,Rudyard Kipling
0451523407,Marcus Cunliffe
0425143945,William J. Caunitz
0553278029,Elizabeth George
0515133639,Kathy Hepinstall
0671868098,Eric Lustbader
0380804174,Tom McGregor
0345417976,John Irving
0451525469,Thomas Hardy
0451525469,Donald Hall
0020199309,Fitzgerald
0061031151,Sujata Massey
0060921714,Zora Neale Hurston
0439286034,Edward Bloor
0393324494,Mark Twain
0393324494,Roy Blount
0393324494,Peter De Seve
0393324494,Peter De Sève
0679722661,Kazuo Ishiguro
0673982432,Joseph M. Williams
0312980329,Michael Curtis Ford
3499180936,Shakti Gawain
3499180936,Siegfried Berger
0451410823,Barbara Freethy
0394579259,Noah BenShea
0385425627,Mark Richard
0312984685,Diana Diamond
1551667053,Lisa Jackson
0440217466,Danielle Steel
0385720726,Adam Haslett
0936728779,Chuck Smith
0936728779,Chuck Smith
0936728787,Chuck Smith
0936728787,Chuck Smith
0936728485,Chuck
0936728485,Jr. Smith
0380719223,Brian Jacques
0345428811,R. A. Salvatore
3442434130,Eva Ibbotson
3442434130,Liselotte Julius
3442351588,Eva Ibbotson
3442351588,Monika Curths
3453150147,Chitra Banerjee Divakaruni
3453150147,Angelika Naujokat
3404128397,Philipp Vandenberg
3453151704,Kai Meyer
3548245897,Ethan Hawke
3548245897,Kristian Lutze
0898151953,Kensington Ladies' Erotica
0140195831,Charlotte Kasl
1568360487,Roger Shattuck
1568360487,Douglas Keith Candland
0375401466,Tobias Wolff
0916890015,Mountaineers
0916890015,Peggy Ferber
0743202236,Mel Levine
0440412226,Lois Lowry
038508854X,Meir H. Degani
1559718641,Marty Crisp
0590632744,Randi Reisfeld
0590632744,Marie T. Morreale
0439343518,Steve Barlow
0439343518,Steve Skidmore
0765345706,David Lubar
0448416484,Catherine Daly-Weir
0448416484,Dan Greenburg
0590477625,Louis Sachar
0590457268,Louis Sachar
0590252372,Betty Ren Wright
0671887351,John Peel
0679429948,Philip K. Howard
1570360421,Joseph Barbera
0613003225,Todd Strasser
0807281530,Louis Sachar
0807281530,Louis Sachar
0786888067,Christopher Rice
3453213394,Colin Forbes
0375508112,Dorit Rabinyan
0312254385,Michael Chabon
0425176169,Nora Roberts
0374423296,Daniel Pinkwater
0374423296,Jules Feiffer
0440223202,Maeve Binchy
0802839061,Charles Williams
0156029030,Anais Nin
0316666335,Lynn Freed
0670852945,Christopher De Vinck
0761133208,Jenny Lee
0060915943,Erich Fromm
0060915943,Ruth Nanda Ashen
0060915943,Ruth N. Anshen
0312300700,Jim Kokoris
1928556221,Celia Rivenbark
0060172789,Connie Briscoe
1556705069,R. O. Blechman
0671441035,Abba Eban
2253153982,Bernard Werber
2253076996,Patricia Cornwell
2253076996,Hélène Narbonne
2266127365,Anne Rice
2266128876,Jean M. Auel
2266128876,Jacques Martinache
157794304X,Jesse Duplantis
0575072741,Mark Chadbourn
0373264429,Mary Logue
0451205367,George S. Clason
0843953144,Michael Laimo
0380712202,Al Kelly
0590431978,Alvin Schwartz
0764551248,Tamilee Webb
0764551248,Lori Seeger
0764550780,Stephanie Seymour
1568848668,Suzanne Schlosberg
1568848668,Liz Neporent
0764550136,Eric Tyson
0028613430,Larry Waschka
0684870940,Cynthia Richmond
1882606256,Robert Parry
1882606256,Laura Wickenden
1882606256,Laura Wickenden
0830732586,Carole Lewis
0922729387,Mark L. Prophet
0922729387,Elizabeth Clare Prophet
0062505378,Emmet Fox
0671829777,V. C. Andrews
0708837085,Stuart Gordon
0140042598,Jack Kerouac
0345459164,Timothy Zahn
0553578790,Timothy Zahn
0553298046,Timothy Zahn
3442442508,Minette Walters
3442442508,Mechtild Sandberg-Ciletti
0060083263,Phillip Margolin
0670032808,Elizabeth Buchan
1401300901,Cecelia Ahern
0743446291,Joy Fielding
0451210816,Elaine Viets
0451208552,Elaine Viets
0399149848,Nora Roberts
0066211220,Susan Elizabeth Phillips
0385335377,Danielle Steel
0060393408,Peggy Noonan
1890957313,Matthew Lesko
1890957313,Mary Ann Martello
073882688X,C.J. Beck
0425183378,Thomas Kinkade
0425183378,Katherine Spencer
0684194201,Lewis Thomas
0307060381,Tom Brannon
0792218345,National Geographic Society
0792218345,Barbara Gibson
0553292552,Jane Haddam
0786807083,Lynne Ewing
0425119920,Dean Koontz
0805002707,Patricia Moyes
0553566040,Elizabeth George
0451456521,Marion Zimmer Bradley
0451456521,John Jude Palencar
0451456521,Diana L.
1551660202,Nora Roberts
0373764170,Alexandra Sellers
0373763794,Alexandra Sellers
0373764243,Caroline Cross
0821746286,Stephen R. George
0743431030,Melinda Haynes
067187702X,Esther Freisner
0812518624,Charles L. Grant
0451192192,Bentley  Little
0886774209,Martin H. Greenberg
0886774209,Charles G. Waugh
0671045423,Simon &amp; Schuster
0449217124,Mary Stewart
042512519X,Lawrence Sanders
0425104273,Lawrence Sanders
0307128539,Gina Ingoglia
0307128539,Paul Lopez
006020186X,Peggy Parish
006020186X,Fritz Siebel
0823405796,Elizabeth Winthrop
0823405796,Stoddard
0823405796,Trina Schart Hyman
225314696X,Boris Vian
2070567842,Patrick Süskind
2070567842,Jean-Jacques Sempé
2070567842,Bernard Lorthol
0446358592,Nelson DeMille
0446600466,James Patterson
0425098834,Anne Tyler
0345409051,Judith Guest
0446600474,James Patterson
0140272100,Mary McGarry Morris
0446364800,Nelson DeMille
0679450408,Richard North Patterson
0613028155,Michael Ende
0613028155,Roswitha Quadflieg
034543014X,William Goldman
1563895730,Neil Gaiman
1563895730,Yoshitaka Amano
1563890356,Neil Gaiman
1563890356,Kelley Jones
0345294688,H.P. Lovecraft
0345294688,Robert Bloch
1566197589,D. H. Lawrence
0871131811,Neal Stephenson
0375713549,Gregory Mcdonald
0061020699,Terry Pratchett
086140324X,Terry Pratchett
156389226X,Neil Gaiman
156389226X,Kelley Jones
156389226X,Charles Vess
1401200893,Neil Gaiman
0373650132,Sandra Steffen
0671786113,JoAnn Ross
0373822456,JoAnn Ross
0061092819,Barbara Delinsky
0373224540,Carly Bishop
0373825617,Jasmine Cresswell
0373707711,Judith Arnold
0373708130,Shannon Waverly
0373241739,Lindsay Mckenna
037326240X,Sheila Simonson
0373825692,Margaret St.George
0373166613,Judy Christenberry
0312869592,Charles De Lint
0140328734,Roald Dahl
0140328734,Jill Bennett
1563892251,Neil Gaiman
1563892251,Mike Dringenberg
1563892464,Neil Gaiman
1563892464,Dave McKean
038097827X,Neil Gaiman
038097827X,Dave Mckean
0312874014,Charles De Lint
0312873972,Charles De Lint
1565041992,Neil Gaiman
1565041992,Dave McKean
014143967X,Charles Dickens
014143967X,Kate Flint
014143967X,Kate Flint
038070174X,Catherine Gaskin
0804108552,Julie Smith
0373708149,Judith Bowen
0373242441,Susan Mallery
0451150244,Stephen King
0385134681,Catherine Gaskin
0553350072,Agatha Christie
0380973634,Neil Gaiman
0765300222,Charles De Lint
0441008615,Neil Gaiman
0441008615,Terry Pratchett
0679405828,Charlotte Bronte
0140367470,Alexandre Dumas
0140367470,Robin Waterfield
0140367470,Lord Sudley
0345434803,Anne Rice
037370951X,K. N. Casper
0373072430,Patricia Gardner Evans
0671040480,Janet Dailey
0449005550,K.C. McKinnon
1551667894,Mary Alice Monroe
0373242077,Lisa Jackson
0425177009,Susan Wittig Albert
0373834543,Debbie Macomber
0373834543,Tara Taylor Quinn
0373707290,Tara Taylor Quinn
0373226071,Amanda Stevens
0451201914,Cassie Edwards
0373822405,Beverly Barton
0373063040,Meredith Webber
155166500X,Linda Howard
0060502320,Karen Kendall
0821771949,Donna Simpson
0304345350,David Pickering
0373835558,Georgette Heyer
0812542819,Gwyneth Jones
0590402129,William H. Armstrong
0671465376,Christie
0141301066,Roald Dahl
0515095524,Agatha Christie
0451628276,Plato
0451628276,Eric H. Warmington
0451628276,Philip G. Rouse
0451628276,W. H. D.
0449226182,Phyllis A. Whitney
1551660237,Sandra Brown
059043893X,Gary Paulsen
0451408845,Catherine Coulter
0451088816,Mario Puzo
0515090379,LaVyrle Spencer
0373242034,Christine Flynn
0373707266,Connie Flynn
0373835493,Georgette Heyer
0373835590,Georgette Heyer
0373835582,Georgette Heyer
0373834454,Georgette Heyer
0373834446,Georgette Heyer
0380810492,Elizabeth Bevarly
051510521X,LaVyrle Spencer
0895774011,Arthur Conan Doyle
0590440675,Johanna Reiss
0895775522,Arthur Conan Doyle
0801957729,Bill Thomas
1931081727,Poppy Z. Brite
1931081727,Alan M. Clark
0808520695,Kurt Vonnegut
0449242765,Andre Norton
0446329142,Sidney Sheldon
0446354678,Sidney Sheldon
0446341932,Sidney Sheldon
0060934700,Neil Gaiman
0373834489,Georgette Heyer
0679409033,Joan Walsh Anglund
0066238501,C. S. Lewis
0066238501,Pauline Baynes
0553265741,Nora Roberts
0380977281,Neil Gaiman
014100018X,Joanne Harris
1556520743,Assata Shakur
1556520743,Angela Davis
088396452X,Susan Polis Schutz
1567310877,Philip Norman
0441172695,Frank Herbert
0312865104,Charles De Lint
088001380X,James Tate
0965834581,Caitlin R. Kiernan
0373834462,Georgette Heyer
0373834462,Theresa Medeiros
0345357019,CHRISTOPHER FOWLER
0679433228,Peter Washington
0446529540,Walter Mosley
0681415207,Michael Heatley
1861870019,Helen Exley
0811826848,The Beatles
0375756469,Annie Leibovitz
0375756469,Susan Sontag
067164405X,Patrick McGrath
0575061596,Nick Hornby
0340718153,Mike Gayle
0380817845,Elaine Fox
0553560468,Margaret Atwood
0312868332,Graham Joyce
0446356832,Sidney Sheldon
0553263633,Ray Bradbury
0060976977,Jonathan Kozol
0553280325,Ray Bradbury
0373810431,Aimee Thurlo
0373810482,Muriel Jensen
0373033605,Catherine George
0373162669,Julie Kistler
0373226063,Rebecca York
0373226063,Metsy Hingle
0373226063,Jo Ann Vest
0446363499,Jayne Ann Krentz
1583140379,Gwynne Forster
0373810601,Kathleen Korbel
037307848X,Marilyn Pappano
0373075502,Kim Cates
0373075502,Kimberly Cates
0373707010,Ann Evans
1551667959,Stella Cameron
0373031106,Duke
0373031106,Elizabeth Duke
0373030959,Jessica Steele
0671676245,Jayne Ann Krentz
0373033923,Goldrick
051788139X,Alan Cackett
0141310685,Lloyd Alexander
0373226276,Adrianne Lee
0373243952,Ginna Gray
0375503838,George Saunders
0375503838,Lane Smith
0373243944,Sherryl Woods
0373709889,Lynnette Kent
0373709625,Eve Gaddy
0373600739,Anne Stuart
0373243979,Patricia Hagan
0345342445,Robert A. Heinlein
0345350596,Robert A. Heinlein
0375503269,Eric Garcia
0689711522,Susan Cooper
0689710895,Susan Cooper
0689710895,Michael Heslop
0375815147,Monica Furlong
0375815147,Karen Cushman
1557733856,Susan Conant
0553294849,Susan Conant
0553297341,Susan Conant
0898153778,Ron Picarski
0880117168,Wayne L. Westcott
0880117168,Mark Williams
0880117168,Thomas R. Baechle
0590462237,John Peterson
0590462237,Roberta Carter Clark
0307115208,Mercer Mayer
0743260244,Richard A. Clarke
0425115844,Barbara Michaels
0553580523,Susan Conant
0915368587,Zenna Henderson
0915368587,Mark Olson
0915368587,Priscilla Olson
0915368587,Elizabe
0679833692,Monica Furlong
0394825985,Monica Furlong
0759228086,Nancy Springer
067144378X,Nancy Springer
0812502124,Orson Scott Card
0812533593,Orson Scott Card
0812533534,Orson Scott Card
0440236061,Perri O'Shaughnessy
0743444523,Jan Burke
0743474325,Robert McCammon
067102406X,Gayle Lynds
0061094560,Lynn S. Hightower
0451210891,Barbara Parker
0345447409,Mariah Stewart
0553571842,Kay Hooper
0936034025,Susan Alcorn
0553583441,Kay Hooper
0425168948,Earlene Fowler
0786817070,Eoin Colfer
0140230165,Benjamin Hoff
0553258176,Leonard Sanders
0553575538,Kay Hooper
1557734909,Susan Conant
034546074X,Jonathan Kellerman
0152325808,Lois Ehlert
0439163099,Virginia Euwer Wolff
0449000265,Andrew Weil M.D.
0307119424,Mercer Mayer
0307119424,Mercer Mayer
0064400026,Laura Ingalls Wilder
0064400026,Garth Williams
0307117375,Jack C. Harris
0307117375,Gene Biggs
0307128865,Margo Lundell
0307128865,Jose Cardona
0307128865,Walt Disney Productions
0816738556,Melissa Getzoff
0816738556,Julie Durrell
0874065925,Janet Adele Bloss
0440403553,Anna Sewell
0439080967,Cynthia Voigt
0821769340,Lisa Jackson
0671885634,R. L. Stine
0590442988,Ann M. Martin
0553157124,Betsy Haynes
0380724332,J.A. Jance
0684196387,Janet Evanovich
3596237262,Nancy Friday
0140430091,Henry Fielding
0140430091,R. P. C. Mutter
0140620249,Wilkie Collins
3499179806,Piero Ferrucci
3499179806,Sascha Dönges
3453188519,Linda Adams
3453188519,Elinor Lenz
0140128107,Peter Irons
0060164662,Armistead Maupin
0385470819,John Grisham
0316779423,David Sedaris
0679419624,Ethan Canin
0375400699,Gabriel Garcia Marquez
0151000719,Paul Monette
1841950521,Alan Spence
0140366857,Kenneth Grahame
0140366857,Robin Lawrie
2909051196,Pierre Laurendeau
2876916193,Jean-Joseph Julaud
2253170127,Higgins Clark
2253170372,Mary Higgins Clark
2253170569,Mary Higgins Clark
2253001457,Hervé Bazin
2253140872,Boris Vian
2253140872,Gilbert Pestureau
2070393577,Raymond Queneau
2070393577,Jean-Pierre Renard
2070375609,H. G. (Herbert George) Wells
2070375722,Herbert George Wells
2070375722,Armand Pierhal
2266002996,
2070322068,Hugo
2253049417,J.R.R. Tolkien
2253049417,Francis Ledoux
2253000868,Herve Bazin
2253006866,Hervé Bazin
2253002895,Jean Giono
2253051381,Beaumarchais
2253037796,Pierre Augustin Caron De Beaumarchais
2857043821,Jean Markale
0061092606,Tony Hillerman
0752804510,Maeve Binchy
0373270089,Evelyn Vaughn
0373123205,Sara Craven
0373037481,Leigh Michaels
0373118333,Darcy
0373196725,Raye Morgan
0373613601,Judy Christenberry
0373196679,Raye Morgan
0373123167,Carole Mortimer
0373036582,Grace Green
0399206868,Jerry Murray
0060085444,Meg Cabot
0373122829,Lindsay Armstrong
037316971X,Jacqueline Diamond
0373123248,Lindsay Armstrong
0590431250,R.L. Stine
0373037449,Lucy Gordon
0821766066,Kensington
0892964049,Ellis Peters
0618260307,J.R.R. Tolkien
0849995299,Max Lucado
0553258656,Isabel Allende
0553258656,Magda Bogin
067081976X,Garrison Keillor
0020435207,Virginia Hamilton
0020435207,Eros Keith
0151829756,Franz Rottensteiner
0060971819,Ivan Doig
096444724X,Editor-Peace Corps
0140440399,Thucydides
0140440399,M. I. Finley
0140440399,M. I. Finley
0140440399,Rex Warner
0871564599,David Helvarg
0553247921,
0671415948,Agatha Christie
0440215234,Alice McDermott
0553290207,Tessa Duder
0140149937,Erika Friedl
0140444750,Andrew Louth
0140444750,Maxwell Staniforth
0140017151,Elspeth Huxley
0062740083,Elizabeth L. Post
0385491085,Margaret Atwood
0670869902,Terry McMillan
0345334930,Michele B. Slung
0553255851,Wilson Rawls
1904301088,Patrick Galvin
0517556278,Jean M. Auel
0517556278,Paul Bacon
0460876171,Henry James
0460876171,Cheryle B. Torsney
0064401847,Katherine Paterson
0064401847,Donna Diamond
0340188022,Eilis Dillon
0385315279,Diana Gabaldon
051509465X,Gelsey Kirkland
0684174685,F. Scott Fitzgerald
0553569074,Maya Angelou
1571740252,Neale Donald Walsch
0425082202,Fred Rogers
039607412X,Agatha Christie
0671641778,Marion Zimmer Bradley
0671689711,Jude Deveraux
0440514428,Olive Ann Burns
0449230279,Charles M. Schulz
0440401224,Nina Bawden
0553206575,Arthur Miller
0553211013,Gustave Flaubert
0553561278,Elizabeth George
0449700712,Cynthia Voigt
0440215978,Joan Lowery Nixon
0064402967,Julie Andrews Edwards
0064402967,Johanna Westerman
0553272586,James D. Houston
0553272586,Jeanne Wakatsuki
0375507507,Alexandra Fuller
0898700744,Hans Urs Von Balthasar
0898700744,Graham Harrison
1576832899,Eugene H. Peterson
0380817705,Neil Gaiman
0380817705,Ed Kramer
0380817705,Gene Wolfe
0380817705,Steve Brust
0380817705,Clive
0060907894,Sylvia Plath
014018371X,Joseph Conrad
014018371X,Martin Seymour-Smith
014018371X,Martin Seymour-
0785107649,Marvel Books
0785107649,Chris Claremont
1853261750,Fyodor Dostoyevsky
0451197003,Alexandre Dumas
0551031085,Adrian Plass
0451139712,Stephen King
0553234811,Jean M Auel
0394312066,James M. McPherson
0394312066,James M. Wall
0226726770,Charles E. Rosenberg
0880384514,Douglas Niles
0671667815,Daniella Gioseffi
0671667815,Kathe Kollwitz
